Unnamed: 0,EventId,template
0.0,E1,<*> cache parity error corrected
1.0,E1,<*> cache parity error corrected
2.0,E1,<*> cache parity error corrected
3.0,E1,<*> cache parity error corrected
4.0,E2,<*> double-hummer alignment exceptions
5.0,E2,<*> double-hummer alignment exceptions
6.0,E2,<*> double-hummer alignment exceptions
7.0,E3,"C<*> sym <*>, at <*>, mask <*>"
8.0,E4,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>
9.0,E4,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>
10.0,E3,"C<*> sym <*>, at <*>, mask <*>"
11.0,E5,generating core.<*>
12.0,E5,generating core.<*>
13.0,E5,generating core.<*>
14.0,E5,generating core.<*>
15.0,E5,generating core.<*>
16.0,E5,generating core.<*>
17.0,E5,generating core.<*>
18.0,E5,generating core.<*>
19.0,E5,generating core.<*>
20.0,E5,generating core.<*>
21.0,E5,generating core.<*>
22.0,E5,generating core.<*>
23.0,E5,generating core.<*>
24.0,E5,generating core.<*>
25.0,E5,generating core.<*>
26.0,E5,generating core.<*>
27.0,E5,generating core.<*>
28.0,E5,generating core.<*>
29.0,E5,generating core.<*>
30.0,E5,generating core.<*>
31.0,E6,force load/store alignment...............<*>
32.0,E5,generating core.<*>
33.0,E5,generating core.<*>
34.0,E5,generating core.<*>
35.0,E5,generating core.<*>
36.0,E5,generating core.<*>
37.0,E5,generating core.<*>
38.0,E5,generating core.<*>
39.0,E5,generating core.<*>
40.0,E5,generating core.<*>
41.0,E5,generating core.<*>
42.0,E5,generating core.<*>
43.0,E5,generating core.<*>
44.0,E5,generating core.<*>
45.0,E5,generating core.<*>
46.0,E5,generating core.<*>
47.0,E5,generating core.<*>
48.0,E5,generating core.<*>
49.0,E5,generating core.<*>
50.0,E5,generating core.<*>
51.0,E5,generating core.<*>
52.0,E5,generating core.<*>
53.0,E5,generating core.<*>
54.0,E5,generating core.<*>
55.0,E5,generating core.<*>
56.0,E3,"C<*> sym <*>, at <*>, mask <*>"
57.0,E3,"C<*> sym <*>, at <*>, mask <*>"
58.0,E1,<*> cache parity error corrected
59.0,E1,<*> cache parity error corrected
60.0,E1,<*> cache parity error corrected
61.0,E1,<*> cache parity error corrected
62.0,E1,<*> cache parity error corrected
63.0,E1,<*> cache parity error corrected
64.0,E1,<*> cache parity error corrected
65.0,E1,<*> cache parity error corrected
66.0,E5,generating core.<*>
67.0,E5,generating core.<*>
68.0,E7,ciod: cpu <*> at treeaddr <*> sent unrecognized message <*>
69.0,E5,generating core.<*>
70.0,E5,generating core.<*>
71.0,E5,generating core.<*>
72.0,E5,generating core.<*>
73.0,E5,generating core.<*>
74.0,E5,generating core.<*>
75.0,E5,generating core.<*>
76.0,E5,generating core.<*>
77.0,E5,generating core.<*>
78.0,E5,generating core.<*>
79.0,E5,generating core.<*>
80.0,E5,generating core.<*>
81.0,E5,generating core.<*>
82.0,E5,generating core.<*>
83.0,E5,generating core.<*>
84.0,E8,d: LOGIN chdir(pwd) failed: No such file or directory
85.0,E5,generating core.<*>
86.0,E5,generating core.<*>
87.0,E3,"C<*> sym <*>, at <*>, mask <*>"
88.0,E9,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>"
89.0,E3,"C<*> sym <*>, at <*>, mask <*>"
90.0,E5,generating core.<*>
91.0,E5,generating core.<*>
92.0,E5,generating core.<*>
93.0,E5,generating core.<*>
94.0,E5,generating core.<*>
95.0,E5,generating core.<*>
96.0,E5,generating core.<*>
97.0,E3,"C<*> sym <*>, at <*>, mask <*>"
98.0,E5,generating core.<*>
99.0,E5,generating core.<*>
